Precipitacao,Umidade,Nebulosidade,TempMaxima,TempMinima,DiaMes,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Energia
0,95, 6.66667,15.4,14,305,15,15,15,15,15,15,0.53
10.7,96.75,10,16.4,14.4,315,15,15,15,16,16,16,1.55
2.2,91.75,10,17.6,14.2,16,15,16,16,16,17,17,2.13
0,97.5, 9.66667,19.2,14.4,26,15,15,16,16,17,17,3.42
0.5,90.75, 8.33333,21.2,12.4,36,13,15,17,17,17,18,4.37
0,89.75, 4.66667,20.2,10,46,11,12,12,15,17,18,8.68
0.1,82.25,6,22,8.4,56,12,16,17,20,21,21,8.96
0,76, 5.66667,25,10.8,66,17,18,20,22,22,23,9.17
0,77.5, 6.66667,26.2,14.4,76,21,22,23,25,26,26,7.59
4.3,98.5,9,16.6,15.2,86,15,16,16,16,17,16,1.05
1.1,92.5, 8.33333,22.8,15.6,96,16,16,17,18,21,22,5.59
0,75.25,6,26.2,16.2,106,21,22,22,23,25,25,4.84
0,84.25, 9.66667,25.6,14.2,116,17,17,20,22,23,25,7.29
0,71,10,28,16.4,126,21,22,22,23,26,27,3.83
0,57.5,9,29,22.8,136,26,27,27,28,28,28,2.15
0,70.25,10,30,22.8,146,25,25,26,27,28,30,5.85
0,62.5,9,31.2,20.8,156,26,27,27,28,30,30,5.68
0,83.25, 9.33333,28.2,20.4,166,20,22,23,26,27,27,3.03
0,91.25, 8.66667,25.6,18.4,176,17,18,18,20,23,25,6.23
0,81.5, 4.66667,29.4,17.4,186,21,23,26,27,27,28,7.02
5.8,70.75, 3.33333,20.4,11.4,196,13,15,17,17,20,20,9.44
0,86.75,0,20,7.4,206,12,15,16,17,17,18,9.26
0,90, 8.33333,20.6,8.6,216,10,11,12,15,18,20,7.75
0,83.5, 8.33333,29,13,226,21,22,26,26,27,28,7.87
0,70, 3.66667,28,15.6,236,22,25,26,27,27,27,8.27
0,54, 6.33333,27.8,19.6,246,22,23,26,27,27,27,7.45
0,77.75,10,26.2,10,256,25,25,26,26,22,16,1.6
4.7,85.5, 5.66667,13,3.4,266,6,8,8,11,12,12,9.22
0,89, 3.33333,16.8,1,276,2,5,7,8,12,15,6.64
0,71.5, 5.33333,26.6,10.4,286,20,22,20,21,22,23,3.44
4,54, 6.66667,30.2,25.8,296,27,28,28,28,30,30,7.26
11.6,95,10,28,13.6,306,18,17,16,15,15,15,0.84
